a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_id,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 18 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 18 years feels",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0018-a_domestic_dog-vs-a_bowhead_whale,young_old,1.5,0.09,relative_open_age,bierwisch_kennedy_age_v1_1,12,200,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",a horse,a human,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0018-a_horse-vs-a_human,young_old,0.6428571428571429,0.225,relative_open_age,bierwisch_kennedy_age_v1_1,28,80,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 18 years feels",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0018-a_horse-vs-a_galapagos_tortoise,young_old,0.6428571428571429,0.12,relative_open_age,bierwisch_kennedy_age_v1_1,28,150,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 18 years feels",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0018-a_horse-vs-a_bowhead_whale,young_old,0.6428571428571429,0.09,relative_open_age,bierwisch_kennedy_age_v1_1,28,200,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 18 years feels",a human,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0018-a_human-vs-a_galapagos_tortoise,young_old,0.225,0.12,relative_open_age,bierwisch_kennedy_age_v1_1,80,150,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 18 years feels",a human,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0018-a_human-vs-a_bowhead_whale,young_old,0.225,0.09,relative_open_age,bierwisch_kennedy_age_v1_1,80,200,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 30 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 30 years feels",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_domestic_mouse-vs-a_human,young_old,15.0,0.375,relative_open_age,bierwisch_kennedy_age_v1_1,2,80,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 30 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 30 years feels",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_domestic_mouse-vs-a_galapagos_tortoise,young_old,15.0,0.2,relative_open_age,bierwisch_kennedy_age_v1_1,2,150,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 30 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 30 years feels",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_domestic_mouse-vs-a_bowhead_whale,young_old,15.0,0.15,relative_open_age,bierwisch_kennedy_age_v1_1,2,200,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 30 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 30 years feels",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_domestic_dog-vs-a_human,young_old,2.5,0.375,relative_open_age,bierwisch_kennedy_age_v1_1,12,80,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 30 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 30 years feels",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_domestic_dog-vs-a_galapagos_tortoise,young_old,2.5,0.2,relative_open_age,bierwisch_kennedy_age_v1_1,12,150,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 30 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 30 years feels",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_domestic_dog-vs-a_bowhead_whale,young_old,2.5,0.15,relative_open_age,bierwisch_kennedy_age_v1_1,12,200,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 30 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 30 years feels",a horse,a human,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_horse-vs-a_human,young_old,1.0714285714285714,0.375,relative_open_age,bierwisch_kennedy_age_v1_1,28,80,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 30 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 30 years feels",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_horse-vs-a_galapagos_tortoise,young_old,1.0714285714285714,0.2,relative_open_age,bierwisch_kennedy_age_v1_1,28,150,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 30 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 30 years feels",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_horse-vs-a_bowhead_whale,young_old,1.0714285714285714,0.15,relative_open_age,bierwisch_kennedy_age_v1_1,28,200,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 30 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 30 years feels",a human,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_human-vs-a_bowhead_whale,young_old,0.375,0.15,relative_open_age,bierwisch_kennedy_age_v1_1,80,200,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 30 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 30 years feels",a galapagos tortoise,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0030-a_galapagos_tortoise-vs-a_bowhead_whale,young_old,0.2,0.15,relative_open_age,bierwisch_kennedy_age_v1_1,150,200,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 55 years feels",mature,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 55 years feels",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_domestic_mouse-vs-a_human,young_old,27.5,0.6875,relative_open_age,bierwisch_kennedy_age_v1_1,2,80,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 55 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 55 years feels",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_domestic_mouse-vs-a_galapagos_tortoise,young_old,27.5,0.36666666666666664,relative_open_age,bierwisch_kennedy_age_v1_1,2,150,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 55 years feels",youthful,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 55 years feels",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_domestic_mouse-vs-a_bowhead_whale,young_old,27.5,0.275,relative_open_age,bierwisch_kennedy_age_v1_1,2,200,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 55 years feels",mature,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 55 years feels",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_domestic_dog-vs-a_human,young_old,4.583333333333333,0.6875,relative_open_age,bierwisch_kennedy_age_v1_1,12,80,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 55 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 55 years feels",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_domestic_dog-vs-a_galapagos_tortoise,young_old,4.583333333333333,0.36666666666666664,relative_open_age,bierwisch_kennedy_age_v1_1,12,150,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 55 years feels",youthful,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 55 years feels",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_domestic_dog-vs-a_bowhead_whale,young_old,4.583333333333333,0.275,relative_open_age,bierwisch_kennedy_age_v1_1,12,200,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 55 years feels",mature,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 55 years feels",a horse,a human,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_horse-vs-a_human,young_old,1.9642857142857142,0.6875,relative_open_age,bierwisch_kennedy_age_v1_1,28,80,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 55 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 55 years feels",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_horse-vs-a_galapagos_tortoise,young_old,1.9642857142857142,0.36666666666666664,relative_open_age,bierwisch_kennedy_age_v1_1,28,150,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 55 years feels",youthful,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 55 years feels",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_horse-vs-a_bowhead_whale,young_old,1.9642857142857142,0.275,relative_open_age,bierwisch_kennedy_age_v1_1,28,200,comparison_class_explicit,55 years,gradable_scalar,years,55
mature,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 55 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 55 years feels",a human,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_human-vs-a_galapagos_tortoise,young_old,0.6875,0.36666666666666664,relative_open_age,bierwisch_kennedy_age_v1_1,80,150,comparison_class_explicit,55 years,gradable_scalar,years,55
mature,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 55 years feels",youthful,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 55 years feels",a human,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0055-a_human-vs-a_bowhead_whale,young_old,0.6875,0.275,relative_open_age,bierwisch_kennedy_age_v1_1,80,200,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 90 years feels",mature,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 90 years feels",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0090-a_domestic_mouse-vs-a_galapagos_tortoise,young_old,45.0,0.6,relative_open_age,bierwisch_kennedy_age_v1_1,2,150,comparison_class_explicit,90 years,gradable_scalar,years,90
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 90 years feels",mature,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 90 years feels",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0090-a_domestic_dog-vs-a_galapagos_tortoise,young_old,7.5,0.6,relative_open_age,bierwisch_kennedy_age_v1_1,12,150,comparison_class_explicit,90 years,gradable_scalar,years,90
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 90 years feels",mature,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 90 years feels",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0090-a_horse-vs-a_galapagos_tortoise,young_old,3.2142857142857144,0.6,relative_open_age,bierwisch_kennedy_age_v1_1,28,150,comparison_class_explicit,90 years,gradable_scalar,years,90
old,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 90 years feels",mature,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 90 years feels",a human,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0090-a_human-vs-a_galapagos_tortoise,young_old,1.125,0.6,relative_open_age,bierwisch_kennedy_age_v1_1,80,150,comparison_class_explicit,90 years,gradable_scalar,years,90
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 130 years feels",mature,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 130 years feels",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0130-a_domestic_mouse-vs-a_bowhead_whale,young_old,65.0,0.65,relative_open_age,bierwisch_kennedy_age_v1_1,2,200,comparison_class_explicit,130 years,gradable_scalar,years,130
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 130 years feels",mature,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 130 years feels",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0130-a_domestic_dog-vs-a_bowhead_whale,young_old,10.833333333333334,0.65,relative_open_age,bierwisch_kennedy_age_v1_1,12,200,comparison_class_explicit,130 years,gradable_scalar,years,130
old,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 130 years feels",mature,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 130 years feels",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0130-a_horse-vs-a_bowhead_whale,young_old,4.642857142857143,0.65,relative_open_age,bierwisch_kennedy_age_v1_1,28,200,comparison_class_explicit,130 years,gradable_scalar,years,130
old,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 130 years feels",mature,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 130 years feels",a human,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0130-a_human-vs-a_bowhead_whale,young_old,1.625,0.65,relative_open_age,bierwisch_kennedy_age_v1_1,80,200,comparison_class_explicit,130 years,gradable_scalar,years,130
old,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 130 years feels",mature,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 130 years feels",a galapagos tortoise,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard,age,False,False,age-v1_1-p0130-a_galapagos_tortoise-vs-a_bowhead_whale,young_old,0.8666666666666667,0.65,relative_open_age,bierwisch_kennedy_age_v1_1,150,200,comparison_class_explicit,130 years,gradable_scalar,years,130
