comparison,entropy,expected_label,expected_label_index,ordered_score,pair_id,pred_label,pred_label_index,predictor,prob_huge,prob_large,prob_small,prob_tiny,prompt,prompt_hash,prompt_length,rho,row_idx,side,signed_score,site,standard,target,token_idx,value,variant
Type A dax rods,0.7467289175190285,huge,3.0,1.7766699808164046,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_D_dax_rods,large,2.0,3.6888794541139363,0.03887697340767384,0.7037210299830401,0.25259700062730334,0.004804995981982802,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 40 centimeters counts as",9a54bb3d09f201a6,64,3.6888794541139363,40,a,0.48519600678142777,final_prompt_token,1.0,40 centimeters,63,40.0,fictional_semantic_adjective_counts
Type D dax rods,0.706088222365238,huge,3.0,1.987025423288848,size-v2-fictional_semantic-p0320-Type_E_dax_rods-vs-Type_D_dax_rods,large,2.0,1.6739764335716716,0.10968794691510735,0.7684333941927071,0.12109479415811135,0.0007838647340740188,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, an overall length of 320 centimeters counts as",9eb51f0c881e2959,67,1.6739764335716716,41,b,0.756242682215629,final_prompt_token,60.0,320 centimeters,66,320.0,fictional_semantic_adjective_counts
Type F dax rods,0.6836638997509946,tiny,0.0,1.2924280840343514,size-v2-fictional_semantic-p0130-Type_A_dax_rods-vs-Type_F_dax_rods,small,1.0,-0.9903987040278769,0.005198770285972184,0.29135439914673283,0.6941229748829693,0.009323855684325788,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 130 centimeters counts as",b70140afc3f5a1e5,69,-0.9903987040278769,42,b,-0.40689366113459,final_prompt_token,350.0,130 centimeters,68,130.0,fictional_semantic_adjective_counts
Type B dax rods,0.8534215317863343,huge,3.0,1.623105106652913,size-v2-fictional_semantic-p0200-Type_E_dax_rods-vs-Type_B_dax_rods,large,2.0,3.101092789211817,0.04149183026574848,0.5447399267889926,0.4091497622776826,0.004618480667576339,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 200 centimeters counts as",b88a722b13d397fa,65,3.101092789211817,43,b,0.17246351410948207,final_prompt_token,9.0,200 centimeters,64,200.0,fictional_semantic_adjective_counts
Type B dax rods,0.5271225583000069,large,2.0,1.8559920054529837,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_A_dax_rods,large,2.0,0.5108256237659907,0.016601288734200137,0.8239222583843804,0.1583436224816225,0.0011328303997969402,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 15 centimeters counts as",ba26b44c71be5531,64,0.5108256237659907,44,a,0.6810470942371611,final_prompt_token,9.0,15 centimeters,63,15.0,fictional_semantic_adjective_counts
Type D dax rods,0.3186876958259059,small,1.0,1.0755815513788043,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_D_dax_rods,small,1.0,-0.40546510810816444,0.0024544815715321186,0.07600323771599096,0.9162116312322262,0.005330649480250862,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, an overall length of 40 centimeters counts as",c26d9e6c4095796c,66,-0.40546510810816444,45,b,-0.8430845614249539,final_prompt_token,60.0,40 centimeters,65,40.0,fictional_semantic_adjective_counts
Type C dax rods,0.6208552658044524,tiny,0.0,1.2390624779794825,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_C_dax_rods,small,1.0,-1.749199854809259,0.009186069649500228,0.22680593985182138,0.7578923893273392,0.006115601171339218,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, an overall length of 8 centimeters counts as",c4d5111446b85970,65,-1.749199854809259,46,b,-0.5280159809973568,final_prompt_token,46.0,8 centimeters,64,8.0,fictional_semantic_adjective_counts
Type B dax rods,0.8448258161639208,huge,3.0,1.6035960254933719,size-v2-fictional_semantic-p0500-Type_F_dax_rods-vs-Type_B_dax_rods,large,2.0,4.017383521085972,0.03719065618130458,0.5335432937240242,0.4249374695014093,0.004328580593261815,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 500 centimeters counts as",c6d93e501f8f77e7,65,4.017383521085972,47,b,0.14146789981065766,final_prompt_token,9.0,500 centimeters,64,500.0,fictional_semantic_adjective_counts
Type B dax rods,0.8117136815956324,huge,3.0,1.6969019729086618,size-v2-fictional_semantic-p0130-Type_E_dax_rods-vs-Type_B_dax_rods,large,2.0,2.670309873119363,0.039446332995555604,0.6221289940973564,0.33430498572728184,0.004119687179805994,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 130 centimeters counts as",c9066b82ef904dfc,65,2.670309873119363,48,b,0.32315065418582417,final_prompt_token,9.0,130 centimeters,64,130.0,fictional_semantic_adjective_counts
Type B dax rods,0.8422550779191108,huge,3.0,1.5785446559542962,size-v2-fictional_semantic-p0320-Type_E_dax_rods-vs-Type_B_dax_rods,large,2.0,3.571096418457553,0.034876363297695716,0.5130066222073969,0.44790232164641514,0.00421469284849219,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 320 centimeters counts as",d68f45c7b3345935,65,3.571096418457553,49,b,0.0957659710101853,final_prompt_token,9.0,320 centimeters,64,320.0,fictional_semantic_adjective_counts
Type F dax rods,0.7271688591237251,tiny,0.0,1.3725886399637484,size-v2-fictional_semantic-p0008-Type_F_dax_rods-vs-Type_A_dax_rods,small,1.0,-3.7784916128036232,0.005194964850483664,0.36922371775150403,0.6185563099092893,0.007025007488722943,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 8 centimeters counts as",d912963e1f062db2,67,-3.7784916128036232,50,a,-0.2511626347960246,final_prompt_token,350.0,8 centimeters,66,8.0,fictional_semantic_adjective_counts
Type A dax rods,0.8018921393946571,huge,3.0,1.7311946196589223,size-v2-fictional_semantic-p0200-Type_E_dax_rods-vs-Type_A_dax_rods,large,2.0,5.298317366548036,0.04118906867699935,0.655401769679221,0.2968238742694827,0.006585287374297019,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 200 centimeters counts as",d923d934a227a461,65,5.298317366548036,51,b,0.39318167671244064,final_prompt_token,1.0,200 centimeters,64,200.0,fictional_semantic_adjective_counts
Type D dax rods,0.3686842626644543,tiny,0.0,1.0968905782087406,size-v2-fictional_semantic-p0025-Type_A_dax_rods-vs-Type_D_dax_rods,small,1.0,-0.8754687373538999,0.0030739867918844178,0.09595313915950855,0.89576233951407,0.005210534534536932,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, an overall length of 25 centimeters counts as",e0453d234f9b0556,66,-0.8754687373538999,52,b,-0.801945748097214,final_prompt_token,60.0,25 centimeters,65,25.0,fictional_semantic_adjective_counts
Type A dax rods,0.6526353579911166,huge,3.0,1.8461430055085908,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_A_dax_rods,large,2.0,2.70805020110221,0.037401041053409995,0.7750914052156967,0.1837570719169673,0.00375048181392599,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 15 centimeters counts as",e70ec49b93a77d0e,64,2.70805020110221,53,b,0.6249848925382135,final_prompt_token,1.0,15 centimeters,63,15.0,fictional_semantic_adjective_counts
Type E dax rods,0.4727533088456891,large,2.0,1.9522939324320099,size-v2-fictional_semantic-p0320-Type_A_dax_rods-vs-Type_E_dax_rods,large,2.0,0.6325225587435105,0.041668802652863435,0.8696367855098777,0.08801395345366429,0.0006804583835946403,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 320 centimeters counts as",e9692e6b22a93d2e,69,0.6325225587435105,54,b,0.8226111763254822,final_prompt_token,170.0,320 centimeters,68,320.0,fictional_semantic_adjective_counts
Type F dax rods,0.7483637900070189,tiny,0.0,1.5192320371473298,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_F_dax_rods,large,2.0,-2.169053700369523,0.004971069927874912,0.5143119868062561,0.475694853751193,0.005022089514675932,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 40 centimeters counts as",eac9b507edbf7114,68,-2.169053700369523,55,b,0.03856611346826205,final_prompt_token,350.0,40 centimeters,67,40.0,fictional_semantic_adjective_counts
Type F dax rods,0.7630960645629749,tiny,0.0,1.4080205562556982,size-v2-fictional_semantic-p0003-Type_F_dax_rods-vs-Type_A_dax_rods,small,1.0,-4.75932086581535,0.004635036928618668,0.4108417048016363,0.5724320358665695,0.012091222403175523,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 3 centimeters counts as",eae02a7e752bbe91,67,-4.75932086581535,56,a,-0.1690465165394901,final_prompt_token,350.0,3 centimeters,66,3.0,fictional_semantic_adjective_counts
Type E dax rods,0.6130295904375396,small,1.0,1.2646946146366025,size-v2-fictional_semantic-p0130-Type_A_dax_rods-vs-Type_E_dax_rods,small,1.0,-0.2682639865946794,0.0027447775369541577,0.2622184237199303,0.732023434585879,0.0030133641572363807,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 130 centimeters counts as",f1b0b7f104ebc317,69,-0.2682639865946794,57,b,-0.47007359748623095,final_prompt_token,170.0,130 centimeters,68,130.0,fictional_semantic_adjective_counts
Type E dax rods,0.6365048403671099,tiny,0.0,1.2845839256973626,size-v2-fictional_semantic-p0060-Type_A_dax_rods-vs-Type_E_dax_rods,small,1.0,-1.041453874828161,0.003898082043438814,0.2798033777273864,0.713282924112273,0.003015616116901728,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 60 centimeters counts as",f62f5d433c445a3c,68,-1.041453874828161,58,b,-0.4325970804583495,final_prompt_token,170.0,60 centimeters,67,60.0,fictional_semantic_adjective_counts
Type F dax rods,0.5357905404337847,large,2.0,1.917696596689917,size-v2-fictional_semantic-p0500-Type_F_dax_rods-vs-Type_A_dax_rods,large,2.0,0.3566749439387324,0.039314931166940126,0.8405433976790573,0.11866500783098259,0.0014766633230201775,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 500 centimeters counts as",f7748266447f4bfd,69,0.3566749439387324,59,a,0.7597166576919946,final_prompt_token,350.0,500 centimeters,68,500.0,fictional_semantic_adjective_counts
Type A dax rods,0.7738919746290451,huge,3.0,1.7414021687336683,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_C_dax_rods,large,2.0,2.0794415416798357,0.037155968279445714,0.672107062877224,0.2857201381408836,0.005016830702446802,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 8 centimeters counts as",fee1dc613a6f0572,63,2.0794415416798357,60,a,0.4185260623133393,final_prompt_token,1.0,8 centimeters,62,8.0,fictional_semantic_adjective_counts
Type F dax rods,0.7236839078909109,tiny,0.0,1.369587188533503,size-v2-fictional_semantic-p0090-Type_F_dax_rods-vs-Type_A_dax_rods,small,1.0,-1.3581234841531944,0.00653451766939017,0.36222956603949324,0.625524503446346,0.005711412844770579,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 90 centimeters counts as",ff27db96b86b1279,68,-1.3581234841531944,61,a,-0.2624718325822332,final_prompt_token,350.0,90 centimeters,67,90.0,fictional_semantic_adjective_counts
Scale class 60 objects,0.7793489998359096,huge,3.0,1.564741494336853,size-v2-iso_ratio-p0180-Scale_class_60_objects-vs-Scale_class_120_objects,large,2.0,1.0986122886681098,0.018857881027630124,0.5282756944951886,0.4516164622635855,0.0012499622135958455,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 180 centimeters counts as",0850eaf031524e09,48,1.0986122886681098,62,a,0.09426715104563738,final_prompt_token,60.0,180 centimeters,47,180.0,iso_ratio_adjective_counts
Scale class 240 objects,0.6338827311123998,tiny,0.0,1.2661571368237845,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,-0.6931471805599453,0.005460460457402861,0.25997202865472063,0.7298316981421344,0.004735812745741856,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 120 centimeters counts as",15faae26be7f88e4,52,-0.6931471805599453,63,a,-0.46913502177575284,final_prompt_token,240.0,120 centimeters,51,120.0,iso_ratio_adjective_counts
Scale class 60 objects,0.780694479291671,huge,3.0,1.6245522537382873,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_60_objects,large,2.0,1.791759469228055,0.023660368081441927,0.5785447025145569,0.3964817444648481,0.0013131849391531446,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 360 centimeters counts as",1d799e9ea010699a,48,1.791759469228055,64,b,0.20441014119199757,final_prompt_token,60.0,360 centimeters,47,360.0,iso_ratio_adjective_counts
Scale class 240 objects,0.7289701154025593,tiny,0.0,1.3988998367721335,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,small,1.0,-1.6739764335716716,0.008336237201836592,0.3851155650763728,0.603659995013878,0.002888202707912585,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 45 centimeters counts as",1f3d1ea906afd645,51,-1.6739764335716716,65,b,-0.21309639544358122,final_prompt_token,240.0,45 centimeters,50,45.0,iso_ratio_adjective_counts
Scale class 240 objects,0.6670527122518798,small,1.0,1.3127436561995984,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,-0.2876820724517809,0.005871275971265237,0.3039443292569443,0.6872411697719141,0.002943224999876516,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 180 centimeters counts as",59b527084775f9cc,52,-0.2876820724517809,66,a,-0.38036878954358105,final_prompt_token,240.0,180 centimeters,51,180.0,iso_ratio_adjective_counts
Scale class 60 objects,0.7694295849543626,huge,3.0,1.5733908965027263,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_60_objects,large,2.0,0.6931471805599453,0.01627610290183152,0.5422587542679341,0.44004507926136327,0.0014200635688710016,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 120 centimeters counts as",5e5b4fb0071fd8db,48,0.6931471805599453,67,b,0.11706971433953145,final_prompt_token,60.0,120 centimeters,47,120.0,iso_ratio_adjective_counts
Scale class 120 objects,0.49894064682845424,tiny,0.0,1.1694878619160765,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,small,1.0,-0.6931471805599453,0.0031806852921551446,0.16733324435038463,0.8252793173388419,0.004206753018618354,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 60 centimeters counts as",620e1eab4871a327,51,-0.6931471805599453,68,a,-0.6589721407149205,final_prompt_token,120.0,60 centimeters,50,60.0,iso_ratio_adjective_counts
Scale class 120 objects,0.7526273099779165,large,2.0,1.516697316704627,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,large,2.0,0.4054651081081644,0.009717264690237537,0.49900127909318204,0.48954296444754974,0.0017384917690305148,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 180 centimeters counts as",6f5eb8151d29ee7d,52,0.4054651081081644,69,b,0.01743708756683937,final_prompt_token,120.0,180 centimeters,51,180.0,iso_ratio_adjective_counts
Scale class 60 objects,0.4431666060313155,small,1.0,1.1503897770775509,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,small,1.0,-0.2876820724517809,0.002356799446988148,0.1469485756118341,0.8494222275129184,0.0012723974282593368,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 45 centimeters counts as",709b6f3b5794b54b,47,-0.2876820724517809,70,a,-0.7013892498823555,final_prompt_token,60.0,45 centimeters,46,45.0,iso_ratio_adjective_counts
Scale class 120 objects,0.7352482647855136,huge,3.0,1.7223791601584935,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_120_objects,large,2.0,1.0986122886681098,0.026583134656029392,0.670654922959256,0.30131991027189337,0.0014420321128212697,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 360 centimeters counts as",78b7d8553ceda29a,52,1.0986122886681098,71,b,0.3944761152305707,final_prompt_token,120.0,360 centimeters,51,360.0,iso_ratio_adjective_counts
Scale class 120 objects,0.6072468879943037,tiny,0.0,1.260793807928984,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,small,1.0,-0.9808292530117262,0.0038008155082285776,0.25542352664870643,0.7385443081068854,0.002231349736179616,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 45 centimeters counts as",859886abadb01549,51,-0.9808292530117262,72,b,-0.4815513156861301,final_prompt_token,120.0,45 centimeters,50,45.0,iso_ratio_adjective_counts
Scale class 240 objects,0.6216191214240597,tiny,0.0,1.2581363244531165,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,-1.3862943611198906,0.0052023362280732245,0.2519661703684454,0.7385969750320059,0.004234518371475384,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 60 centimeters counts as",85f19770b760c1bd,51,-1.3862943611198906,73,a,-0.48566298680696274,final_prompt_token,240.0,60 centimeters,50,60.0,iso_ratio_adjective_counts
Scale class 30 objects,0.7718887839566381,huge,3.0,1.4391258512405938,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,small,1.0,1.791759469228055,0.017599630752079973,0.40660182764610975,0.5731233036921344,0.0026752379096758898,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 180 centimeters counts as",934ac2efc4a83564,48,1.791759469228055,74,a,-0.1515970832036206,final_prompt_token,30.0,180 centimeters,47,180.0,iso_ratio_adjective_counts
Scale class 240 objects,0.6940658098973361,tiny,0.0,1.3409138081377272,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,small,1.0,-0.9808292530117262,0.007755430027463124,0.32832483990247197,0.6609978382503936,0.0029218918196711905,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",a170392bed149c46,51,-0.9808292530117262,75,b,-0.32783946014012966,final_prompt_token,240.0,90 centimeters,50,90.0,iso_ratio_adjective_counts
Scale class 30 objects,0.7983374566124853,huge,3.0,1.5950423549569919,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_30_objects,large,2.0,2.4849066497880004,0.025098239756318582,0.5468162129625095,0.426115209763017,0.0019703375181548918,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 360 centimeters counts as",a6b18e2a43059d4d,48,2.4849066497880004,76,b,0.14382890543765614,final_prompt_token,30.0,360 centimeters,47,360.0,iso_ratio_adjective_counts
Scale class 240 objects,0.6916814234996034,large,2.0,1.7492951533918049,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_30_objects,large,2.0,0.4054651081081644,0.02192246349094895,0.7068581019353816,0.2698115590481948,0.0014078755254746888,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 360 centimeters counts as",b59289de04e32401,52,0.4054651081081644,77,a,0.45756113085266104,final_prompt_token,240.0,360 centimeters,51,360.0,iso_ratio_adjective_counts
Scale class 30 objects,0.7865867742529153,huge,3.0,1.5297244789057967,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_30_objects,large,2.0,1.0986122886681098,0.019811085112169884,0.4915499027356327,0.4871914180980217,0.001447594054175826,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",bc326a3c083c3649,47,1.0986122886681098,78,b,0.02272197569560508,final_prompt_token,30.0,90 centimeters,46,90.0,iso_ratio_adjective_counts
Scale class 30 objects,0.7516700396371012,huge,3.0,1.4356069447348225,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,small,1.0,0.6931471805599453,0.012814203598951343,0.41182532936497873,0.5735136752080109,0.0018467918280590664,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 60 centimeters counts as",c7a9ab7e19df56e3,47,0.6931471805599453,79,b,-0.15072093407213982,final_prompt_token,30.0,60 centimeters,46,60.0,iso_ratio_adjective_counts
Scale class 30 objects,0.7569959788413058,large,2.0,1.4880887896397976,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,small,1.0,0.4054651081081644,0.011691020181839184,0.46614362803487597,0.5207284730245277,0.0014368787587569973,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 45 centimeters counts as",e32d11abcab8af36,47,0.4054651081081644,80,b,-0.04433070356656954,final_prompt_token,30.0,45 centimeters,46,45.0,iso_ratio_adjective_counts
Scale class 120 objects,0.5177619557098354,small,1.0,1.1864643274448154,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,small,1.0,-0.2876820724517809,0.003995774010188824,0.18134406694989597,0.8117888715144572,0.0028712875254580227,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",ec1ecb9551a2b17a,51,-0.2876820724517809,81,a,-0.6293203180798305,final_prompt_token,120.0,90 centimeters,50,90.0,iso_ratio_adjective_counts
Scale class 30 objects,0.7831599196744663,huge,3.0,1.4898095200374872,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,1.3862943611198906,0.017779793711757537,0.4566790751658244,0.5231119885705658,0.0024291425518522787,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 120 centimeters counts as",f6cb990972e9e5a6,48,1.3862943611198906,82,b,-0.05108226224483614,final_prompt_token,30.0,120 centimeters,47,120.0,iso_ratio_adjective_counts
Scale class 60 objects,0.760755031003587,large,2.0,1.5200448877646562,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_30_objects,large,2.0,0.4054651081081644,0.013397226798518552,0.49403056985092636,0.4917920676672474,0.000780135683307565,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 90 centimeters counts as",fbe71983041ea84d,47,0.4054651081081644,83,a,0.014855593298889913,final_prompt_token,60.0,90 centimeters,46,90.0,iso_ratio_adjective_counts
