a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
tiny,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 3 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 3 centimeters feels",a house mouse,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0003-a_house_mouse-vs-an_ant,size-v1_2-p0003-an_ant-vs-a_house_mouse,tiny_huge,0.3333333333333333,3.0,relative_open_size,bierwisch_kennedy_size_v1_2,9,1,comparison_class_explicit,3 centimeters,gradable_scalar,centimeters,3
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 3 centimeters feels",tiny,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 3 centimeters feels",an ant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0003-an_ant-vs-a_domestic_cat,size-v1_2-p0003-an_ant-vs-a_domestic_cat,tiny_huge,3.0,0.06521739130434782,relative_open_size,bierwisch_kennedy_size_v1_2,1,46,comparison_class_explicit,3 centimeters,gradable_scalar,centimeters,3
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 3 centimeters feels",tiny,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 3 centimeters feels",an ant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0003-an_ant-vs-a_labrador_dog,size-v1_2-p0003-an_ant-vs-a_labrador_dog,tiny_huge,3.0,0.05,relative_open_size,bierwisch_kennedy_size_v1_2,1,60,comparison_class_explicit,3 centimeters,gradable_scalar,centimeters,3
tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 3 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 3 centimeters feels",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0003-an_adult_human-vs-an_ant,size-v1_2-p0003-an_ant-vs-an_adult_human,tiny_huge,0.01764705882352941,3.0,relative_open_size,bierwisch_kennedy_size_v1_2,170,1,comparison_class_explicit,3 centimeters,gradable_scalar,centimeters,3
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 3 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 3 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0003-an_ant-vs-an_african_elephant,size-v1_2-p0003-an_ant-vs-an_african_elephant,tiny_huge,3.0,0.008571428571428572,relative_open_size,bierwisch_kennedy_size_v1_2,1,350,comparison_class_explicit,3 centimeters,gradable_scalar,centimeters,3
tiny,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 8 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 8 centimeters feels",a domestic cat,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0008-a_domestic_cat-vs-an_ant,size-v1_2-p0008-an_ant-vs-a_domestic_cat,tiny_huge,0.17391304347826086,8.0,relative_open_size,bierwisch_kennedy_size_v1_2,46,1,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 8 centimeters feels",tiny,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 8 centimeters feels",an ant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0008-an_ant-vs-a_labrador_dog,size-v1_2-p0008-an_ant-vs-a_labrador_dog,tiny_huge,8.0,0.13333333333333333,relative_open_size,bierwisch_kennedy_size_v1_2,1,60,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 8 centimeters feels",tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 8 centimeters feels",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0008-an_ant-vs-an_adult_human,size-v1_2-p0008-an_ant-vs-an_adult_human,tiny_huge,8.0,0.047058823529411764,relative_open_size,bierwisch_kennedy_size_v1_2,1,170,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 8 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 8 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0008-an_ant-vs-an_african_elephant,size-v1_2-p0008-an_ant-vs-an_african_elephant,tiny_huge,8.0,0.022857142857142857,relative_open_size,bierwisch_kennedy_size_v1_2,1,350,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
large,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 15 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 15 centimeters feels",a house mouse,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0015-a_house_mouse-vs-an_ant,size-v1_2-p0015-an_ant-vs-a_house_mouse,tiny_huge,1.6666666666666667,15.0,relative_open_size,bierwisch_kennedy_size_v1_2,9,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 15 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 15 centimeters feels",a domestic cat,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0015-a_domestic_cat-vs-an_ant,size-v1_2-p0015-an_ant-vs-a_domestic_cat,tiny_huge,0.32608695652173914,15.0,relative_open_size,bierwisch_kennedy_size_v1_2,46,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 15 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 15 centimeters feels",a labrador dog,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0015-a_labrador_dog-vs-an_ant,size-v1_2-p0015-an_ant-vs-a_labrador_dog,tiny_huge,0.25,15.0,relative_open_size,bierwisch_kennedy_size_v1_2,60,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 15 centimeters feels",tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 15 centimeters feels",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0015-an_ant-vs-an_adult_human,size-v1_2-p0015-an_ant-vs-an_adult_human,tiny_huge,15.0,0.08823529411764706,relative_open_size,bierwisch_kennedy_size_v1_2,1,170,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 15 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 15 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0015-an_ant-vs-an_african_elephant,size-v1_2-p0015-an_ant-vs-an_african_elephant,tiny_huge,15.0,0.04285714285714286,relative_open_size,bierwisch_kennedy_size_v1_2,1,350,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 15 centimeters feels",large,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 15 centimeters feels",a domestic cat,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0015-a_domestic_cat-vs-a_house_mouse,size-v1_2-p0015-a_house_mouse-vs-a_domestic_cat,tiny_huge,0.32608695652173914,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,46,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 15 centimeters feels",large,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 15 centimeters feels",a labrador dog,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0015-a_labrador_dog-vs-a_house_mouse,size-v1_2-p0015-a_house_mouse-vs-a_labrador_dog,tiny_huge,0.25,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,60,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 15 centimeters feels",large,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 15 centimeters feels",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0015-an_adult_human-vs-a_house_mouse,size-v1_2-p0015-a_house_mouse-vs-an_adult_human,tiny_huge,0.08823529411764706,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,170,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 15 centimeters feels",large,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 15 centimeters feels",an african elephant,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0015-an_african_elephant-vs-a_house_mouse,size-v1_2-p0015-a_house_mouse-vs-an_african_elephant,tiny_huge,0.04285714285714286,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,350,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
small,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 25 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 25 centimeters feels",a domestic cat,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0025-a_domestic_cat-vs-an_ant,size-v1_2-p0025-an_ant-vs-a_domestic_cat,tiny_huge,0.5434782608695652,25.0,relative_open_size,bierwisch_kennedy_size_v1_2,46,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 25 centimeters feels",tiny,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 25 centimeters feels",an ant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0025-an_ant-vs-a_labrador_dog,size-v1_2-p0025-an_ant-vs-a_labrador_dog,tiny_huge,25.0,0.4166666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,1,60,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 25 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 25 centimeters feels",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0025-an_adult_human-vs-an_ant,size-v1_2-p0025-an_ant-vs-an_adult_human,tiny_huge,0.14705882352941177,25.0,relative_open_size,bierwisch_kennedy_size_v1_2,170,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 25 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 25 centimeters feels",an african elephant,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0025-an_african_elephant-vs-an_ant,size-v1_2-p0025-an_ant-vs-an_african_elephant,tiny_huge,0.07142857142857142,25.0,relative_open_size,bierwisch_kennedy_size_v1_2,350,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 25 centimeters feels",small,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 25 centimeters feels",a house mouse,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0025-a_house_mouse-vs-a_domestic_cat,size-v1_2-p0025-a_house_mouse-vs-a_domestic_cat,tiny_huge,2.7777777777777777,0.5434782608695652,relative_open_size,bierwisch_kennedy_size_v1_2,9,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 25 centimeters feels",tiny,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 25 centimeters feels",a house mouse,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0025-a_house_mouse-vs-a_labrador_dog,size-v1_2-p0025-a_house_mouse-vs-a_labrador_dog,tiny_huge,2.7777777777777777,0.4166666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,9,60,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 25 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 25 centimeters feels",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0025-an_adult_human-vs-a_house_mouse,size-v1_2-p0025-a_house_mouse-vs-an_adult_human,tiny_huge,0.14705882352941177,2.7777777777777777,relative_open_size,bierwisch_kennedy_size_v1_2,170,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 25 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 25 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0025-a_house_mouse-vs-an_african_elephant,size-v1_2-p0025-a_house_mouse-vs-an_african_elephant,tiny_huge,2.7777777777777777,0.07142857142857142,relative_open_size,bierwisch_kennedy_size_v1_2,9,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 25 centimeters feels",tiny,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 25 centimeters feels",a domestic cat,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0025-a_domestic_cat-vs-a_labrador_dog,size-v1_2-p0025-a_domestic_cat-vs-a_labrador_dog,tiny_huge,0.5434782608695652,0.4166666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,46,60,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 25 centimeters feels",tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 25 centimeters feels",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0025-a_domestic_cat-vs-an_adult_human,size-v1_2-p0025-a_domestic_cat-vs-an_adult_human,tiny_huge,0.5434782608695652,0.14705882352941177,relative_open_size,bierwisch_kennedy_size_v1_2,46,170,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 25 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 25 centimeters feels",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0025-a_domestic_cat-vs-an_african_elephant,size-v1_2-p0025-a_domestic_cat-vs-an_african_elephant,tiny_huge,0.5434782608695652,0.07142857142857142,relative_open_size,bierwisch_kennedy_size_v1_2,46,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 40 centimeters feels",small,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 40 centimeters feels",an ant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0040-an_ant-vs-a_labrador_dog,size-v1_2-p0040-an_ant-vs-a_labrador_dog,tiny_huge,40.0,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_2,1,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 40 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 40 centimeters feels",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0040-an_adult_human-vs-an_ant,size-v1_2-p0040-an_ant-vs-an_adult_human,tiny_huge,0.23529411764705882,40.0,relative_open_size,bierwisch_kennedy_size_v1_2,170,1,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 40 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 40 centimeters feels",an african elephant,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0040-an_african_elephant-vs-an_ant,size-v1_2-p0040-an_ant-vs-an_african_elephant,tiny_huge,0.11428571428571428,40.0,relative_open_size,bierwisch_kennedy_size_v1_2,350,1,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 40 centimeters feels",small,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 40 centimeters feels",a house mouse,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0040-a_house_mouse-vs-a_labrador_dog,size-v1_2-p0040-a_house_mouse-vs-a_labrador_dog,tiny_huge,4.444444444444445,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_2,9,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 40 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 40 centimeters feels",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0040-an_adult_human-vs-a_house_mouse,size-v1_2-p0040-a_house_mouse-vs-an_adult_human,tiny_huge,0.23529411764705882,4.444444444444445,relative_open_size,bierwisch_kennedy_size_v1_2,170,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 40 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 40 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0040-a_house_mouse-vs-an_african_elephant,size-v1_2-p0040-a_house_mouse-vs-an_african_elephant,tiny_huge,4.444444444444445,0.11428571428571428,relative_open_size,bierwisch_kennedy_size_v1_2,9,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 40 centimeters feels",small,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 40 centimeters feels",an adult human,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0040-an_adult_human-vs-a_labrador_dog,size-v1_2-p0040-a_labrador_dog-vs-an_adult_human,tiny_huge,0.23529411764705882,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_2,170,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 40 centimeters feels",small,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 40 centimeters feels",an african elephant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0040-an_african_elephant-vs-a_labrador_dog,size-v1_2-p0040-a_labrador_dog-vs-an_african_elephant,tiny_huge,0.11428571428571428,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_2,350,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 60 centimeters feels",large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 60 centimeters feels",an ant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0060-an_ant-vs-a_domestic_cat,size-v1_2-p0060-an_ant-vs-a_domestic_cat,tiny_huge,60.0,1.3043478260869565,relative_open_size,bierwisch_kennedy_size_v1_2,1,46,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 60 centimeters feels",tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 60 centimeters feels",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0060-an_ant-vs-an_adult_human,size-v1_2-p0060-an_ant-vs-an_adult_human,tiny_huge,60.0,0.35294117647058826,relative_open_size,bierwisch_kennedy_size_v1_2,1,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 60 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 60 centimeters feels",an african elephant,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0060-an_african_elephant-vs-an_ant,size-v1_2-p0060-an_ant-vs-an_african_elephant,tiny_huge,0.17142857142857143,60.0,relative_open_size,bierwisch_kennedy_size_v1_2,350,1,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 60 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 60 centimeters feels",a domestic cat,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0060-a_domestic_cat-vs-a_house_mouse,size-v1_2-p0060-a_house_mouse-vs-a_domestic_cat,tiny_huge,1.3043478260869565,6.666666666666667,relative_open_size,bierwisch_kennedy_size_v1_2,46,9,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 60 centimeters feels",tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 60 centimeters feels",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0060-a_house_mouse-vs-an_adult_human,size-v1_2-p0060-a_house_mouse-vs-an_adult_human,tiny_huge,6.666666666666667,0.35294117647058826,relative_open_size,bierwisch_kennedy_size_v1_2,9,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 60 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 60 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0060-a_house_mouse-vs-an_african_elephant,size-v1_2-p0060-a_house_mouse-vs-an_african_elephant,tiny_huge,6.666666666666667,0.17142857142857143,relative_open_size,bierwisch_kennedy_size_v1_2,9,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
