a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 60 centimeters feels",tiny,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 60 centimeters feels",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0060-a_domestic_cat-vs-an_adult_human,size-v1_2-p0060-a_domestic_cat-vs-an_adult_human,tiny_huge,1.3043478260869565,0.35294117647058826,relative_open_size,bierwisch_kennedy_size_v1_2,46,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 60 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 60 centimeters feels",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0060-a_domestic_cat-vs-an_african_elephant,size-v1_2-p0060-a_domestic_cat-vs-an_african_elephant,tiny_huge,1.3043478260869565,0.17142857142857143,relative_open_size,bierwisch_kennedy_size_v1_2,46,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 90 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 90 centimeters feels",a domestic cat,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-a_domestic_cat-vs-an_ant,size-v1_2-p0090-an_ant-vs-a_domestic_cat,tiny_huge,1.9565217391304348,90.0,relative_open_size,bierwisch_kennedy_size_v1_2,46,1,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 90 centimeters feels",large,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 90 centimeters feels",an ant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0090-an_ant-vs-a_labrador_dog,size-v1_2-p0090-an_ant-vs-a_labrador_dog,tiny_huge,90.0,1.5,relative_open_size,bierwisch_kennedy_size_v1_2,1,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 90 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0090-an_ant-vs-an_adult_human,size-v1_2-p0090-an_ant-vs-an_adult_human,tiny_huge,90.0,0.5294117647058824,relative_open_size,bierwisch_kennedy_size_v1_2,1,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 90 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0090-an_ant-vs-an_african_elephant,size-v1_2-p0090-an_ant-vs-an_african_elephant,tiny_huge,90.0,0.2571428571428571,relative_open_size,bierwisch_kennedy_size_v1_2,1,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 90 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 90 centimeters feels",a domestic cat,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-a_domestic_cat-vs-a_house_mouse,size-v1_2-p0090-a_house_mouse-vs-a_domestic_cat,tiny_huge,1.9565217391304348,10.0,relative_open_size,bierwisch_kennedy_size_v1_2,46,9,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 90 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 90 centimeters feels",a labrador dog,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-a_labrador_dog-vs-a_house_mouse,size-v1_2-p0090-a_house_mouse-vs-a_labrador_dog,tiny_huge,1.5,10.0,relative_open_size,bierwisch_kennedy_size_v1_2,60,9,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 90 centimeters feels",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-an_adult_human-vs-a_house_mouse,size-v1_2-p0090-a_house_mouse-vs-an_adult_human,tiny_huge,0.5294117647058824,10.0,relative_open_size,bierwisch_kennedy_size_v1_2,170,9,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 90 centimeters feels",an african elephant,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-an_african_elephant-vs-a_house_mouse,size-v1_2-p0090-a_house_mouse-vs-an_african_elephant,tiny_huge,0.2571428571428571,10.0,relative_open_size,bierwisch_kennedy_size_v1_2,350,9,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 90 centimeters feels",an adult human,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-an_adult_human-vs-a_domestic_cat,size-v1_2-p0090-a_domestic_cat-vs-an_adult_human,tiny_huge,0.5294117647058824,1.9565217391304348,relative_open_size,bierwisch_kennedy_size_v1_2,170,46,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 90 centimeters feels",an african elephant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-an_african_elephant-vs-a_domestic_cat,size-v1_2-p0090-a_domestic_cat-vs-an_african_elephant,tiny_huge,0.2571428571428571,1.9565217391304348,relative_open_size,bierwisch_kennedy_size_v1_2,350,46,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",large,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 90 centimeters feels",an adult human,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0090-an_adult_human-vs-a_labrador_dog,size-v1_2-p0090-a_labrador_dog-vs-an_adult_human,tiny_huge,0.5294117647058824,1.5,relative_open_size,bierwisch_kennedy_size_v1_2,170,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 90 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",a labrador dog,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0090-a_labrador_dog-vs-an_african_elephant,size-v1_2-p0090-a_labrador_dog-vs-an_african_elephant,tiny_huge,1.5,0.2571428571428571,relative_open_size,bierwisch_kennedy_size_v1_2,60,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",an adult human,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0090-an_adult_human-vs-an_african_elephant,size-v1_2-p0090-an_adult_human-vs-an_african_elephant,tiny_huge,0.5294117647058824,0.2571428571428571,relative_open_size,bierwisch_kennedy_size_v1_2,170,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 130 centimeters feels",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0130-an_adult_human-vs-an_ant,size-v1_2-p0130-an_ant-vs-an_adult_human,tiny_huge,0.7647058823529411,130.0,relative_open_size,bierwisch_kennedy_size_v1_2,170,1,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0130-an_ant-vs-an_african_elephant,size-v1_2-p0130-an_ant-vs-an_african_elephant,tiny_huge,130.0,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_2,1,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 130 centimeters feels",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0130-an_adult_human-vs-a_house_mouse,size-v1_2-p0130-a_house_mouse-vs-an_adult_human,tiny_huge,0.7647058823529411,14.444444444444445,relative_open_size,bierwisch_kennedy_size_v1_2,170,9,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0130-a_house_mouse-vs-an_african_elephant,size-v1_2-p0130-a_house_mouse-vs-an_african_elephant,tiny_huge,14.444444444444445,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_2,9,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 130 centimeters feels",an adult human,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0130-an_adult_human-vs-a_domestic_cat,size-v1_2-p0130-a_domestic_cat-vs-an_adult_human,tiny_huge,0.7647058823529411,2.8260869565217392,relative_open_size,bierwisch_kennedy_size_v1_2,170,46,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0130-a_domestic_cat-vs-an_african_elephant,size-v1_2-p0130-a_domestic_cat-vs-an_african_elephant,tiny_huge,2.8260869565217392,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_2,46,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 130 centimeters feels",an adult human,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0130-an_adult_human-vs-a_labrador_dog,size-v1_2-p0130-a_labrador_dog-vs-an_adult_human,tiny_huge,0.7647058823529411,2.1666666666666665,relative_open_size,bierwisch_kennedy_size_v1_2,170,60,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",a labrador dog,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0130-a_labrador_dog-vs-an_african_elephant,size-v1_2-p0130-a_labrador_dog-vs-an_african_elephant,tiny_huge,2.1666666666666665,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_2,60,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",an adult human,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0130-an_adult_human-vs-an_african_elephant,size-v1_2-p0130-an_adult_human-vs-an_african_elephant,tiny_huge,0.7647058823529411,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_2,170,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 200 centimeters feels",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0200-an_adult_human-vs-an_ant,size-v1_2-p0200-an_ant-vs-an_adult_human,tiny_huge,1.1764705882352942,200.0,relative_open_size,bierwisch_kennedy_size_v1_2,170,1,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0200-an_ant-vs-an_african_elephant,size-v1_2-p0200-an_ant-vs-an_african_elephant,tiny_huge,200.0,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_2,1,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 200 centimeters feels",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0200-an_adult_human-vs-a_house_mouse,size-v1_2-p0200-a_house_mouse-vs-an_adult_human,tiny_huge,1.1764705882352942,22.22222222222222,relative_open_size,bierwisch_kennedy_size_v1_2,170,9,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0200-a_house_mouse-vs-an_african_elephant,size-v1_2-p0200-a_house_mouse-vs-an_african_elephant,tiny_huge,22.22222222222222,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_2,9,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 200 centimeters feels",an adult human,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0200-an_adult_human-vs-a_domestic_cat,size-v1_2-p0200-a_domestic_cat-vs-an_adult_human,tiny_huge,1.1764705882352942,4.3478260869565215,relative_open_size,bierwisch_kennedy_size_v1_2,170,46,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 200 centimeters feels",an african elephant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0200-an_african_elephant-vs-a_domestic_cat,size-v1_2-p0200-a_domestic_cat-vs-an_african_elephant,tiny_huge,0.5714285714285714,4.3478260869565215,relative_open_size,bierwisch_kennedy_size_v1_2,350,46,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 200 centimeters feels",an adult human,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0200-an_adult_human-vs-a_labrador_dog,size-v1_2-p0200-a_labrador_dog-vs-an_adult_human,tiny_huge,1.1764705882352942,3.3333333333333335,relative_open_size,bierwisch_kennedy_size_v1_2,170,60,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",a labrador dog,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0200-a_labrador_dog-vs-an_african_elephant,size-v1_2-p0200-a_labrador_dog-vs-an_african_elephant,tiny_huge,3.3333333333333335,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_2,60,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",an african elephant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0200-an_african_elephant-vs-an_adult_human,size-v1_2-p0200-an_adult_human-vs-an_african_elephant,tiny_huge,0.5714285714285714,1.1764705882352942,relative_open_size,bierwisch_kennedy_size_v1_2,350,170,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 320 centimeters feels",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0320-an_adult_human-vs-an_ant,size-v1_2-p0320-an_ant-vs-an_adult_human,tiny_huge,1.8823529411764706,320.0,relative_open_size,bierwisch_kennedy_size_v1_2,170,1,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 320 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0320-a_house_mouse-vs-an_adult_human,size-v1_2-p0320-a_house_mouse-vs-an_adult_human,tiny_huge,35.55555555555556,1.8823529411764706,relative_open_size,bierwisch_kennedy_size_v1_2,9,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 320 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0320-a_domestic_cat-vs-an_adult_human,size-v1_2-p0320-a_domestic_cat-vs-an_adult_human,tiny_huge,6.956521739130435,1.8823529411764706,relative_open_size,bierwisch_kennedy_size_v1_2,46,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 320 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",a labrador dog,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0320-a_labrador_dog-vs-an_adult_human,size-v1_2-p0320-a_labrador_dog-vs-an_adult_human,tiny_huge,5.333333333333333,1.8823529411764706,relative_open_size,bierwisch_kennedy_size_v1_2,60,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0500-an_ant-vs-an_african_elephant,size-v1_2-p0500-an_ant-vs-an_african_elephant,tiny_huge,500.0,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_2,1,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0500-a_house_mouse-vs-an_african_elephant,size-v1_2-p0500-a_house_mouse-vs-an_african_elephant,tiny_huge,55.55555555555556,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_2,9,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 500 centimeters feels",an african elephant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0500-an_african_elephant-vs-a_domestic_cat,size-v1_2-p0500-a_domestic_cat-vs-an_african_elephant,tiny_huge,1.4285714285714286,10.869565217391305,relative_open_size,bierwisch_kennedy_size_v1_2,350,46,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 500 centimeters feels",an african elephant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,True,size-v1_2-p0500-an_african_elephant-vs-a_labrador_dog,size-v1_2-p0500-a_labrador_dog-vs-an_african_elephant,tiny_huge,1.4285714285714286,8.333333333333334,relative_open_size,bierwisch_kennedy_size_v1_2,350,60,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
huge,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",an adult human,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,size,False,False,False,size-v1_2-p0500-an_adult_human-vs-an_african_elephant,size-v1_2-p0500-an_adult_human-vs-an_african_elephant,tiny_huge,2.9411764705882355,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_2,170,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
