a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,context_type,control_type,design,dimension,has_semantic_scaffold,is_artificial_norm,is_borderline,is_counter_natural,label_order,log_ratio_a,log_ratio_b,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,ratio_bucket_a,ratio_bucket_b,readout_family,regime,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 25 centimeters counts as",above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 25 centimeters counts as",Type E dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",-1.916922612182061,3.2188758248682006,True,size-v2-fictional_semantic-p0025-Type_E_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-binary-p0025-Type_A_dax_rods-vs-Type_E_dax_rods,binary,0.14705882352941177,25.0,0.147059,25,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 25 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 25 centimeters counts as",Type A dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",3.2188758248682006,-2.639057329615259,False,size-v2-fictional_semantic-p0025-Type_A_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-binary-p0025-Type_A_dax_rods-vs-Type_F_dax_rods,binary,25.0,0.07142857142857142,25,0.0714286,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 25 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, an overall length of 25 centimeters counts as",Type B dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",1.0216512475319812,-0.6097655716208943,False,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-binary-p0025-Type_B_dax_rods-vs-Type_C_dax_rods,binary,2.7777777777777777,0.5434782608695652,2.77778,0.543478,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 25 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, an overall length of 25 centimeters counts as",Type B dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",1.0216512475319812,-0.8754687373538999,False,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-binary-p0025-Type_B_dax_rods-vs-Type_D_dax_rods,binary,2.7777777777777777,0.4166666666666667,2.77778,0.416667,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,60,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 25 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 25 centimeters counts as",Type B dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",1.0216512475319812,-1.916922612182061,False,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-binary-p0025-Type_B_dax_rods-vs-Type_E_dax_rods,binary,2.7777777777777777,0.14705882352941177,2.77778,0.147059,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,170,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 25 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 25 centimeters counts as",Type B dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",1.0216512475319812,-2.639057329615259,False,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-binary-p0025-Type_B_dax_rods-vs-Type_F_dax_rods,binary,2.7777777777777777,0.07142857142857142,2.77778,0.0714286,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 40 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, an overall length of 40 centimeters counts as",Type A dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",3.6888794541139363,-0.40546510810816444,False,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-binary-p0040-Type_A_dax_rods-vs-Type_D_dax_rods,binary,40.0,0.6666666666666666,40,0.666667,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 40 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 40 centimeters counts as",Type A dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",3.6888794541139363,-1.4469189829363254,False,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-binary-p0040-Type_A_dax_rods-vs-Type_E_dax_rods,binary,40.0,0.23529411764705882,40,0.235294,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 40 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 40 centimeters counts as",Type A dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",3.6888794541139363,-2.169053700369523,False,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-binary-p0040-Type_A_dax_rods-vs-Type_F_dax_rods,binary,40.0,0.11428571428571428,40,0.114286,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 40 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, an overall length of 40 centimeters counts as",Type B dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",1.491654876777717,-0.40546510810816444,False,size-v2-fictional_semantic-p0040-Type_B_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-binary-p0040-Type_B_dax_rods-vs-Type_D_dax_rods,binary,4.444444444444445,0.6666666666666666,4.44444,0.666667,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 40 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 40 centimeters counts as",Type B dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",1.491654876777717,-1.4469189829363254,False,size-v2-fictional_semantic-p0040-Type_B_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-binary-p0040-Type_B_dax_rods-vs-Type_E_dax_rods,binary,4.444444444444445,0.23529411764705882,4.44444,0.235294,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 40 centimeters counts as",above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 40 centimeters counts as",Type F dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",-2.169053700369523,1.491654876777717,True,size-v2-fictional_semantic-p0040-Type_F_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-binary-p0040-Type_B_dax_rods-vs-Type_F_dax_rods,binary,0.11428571428571428,4.444444444444445,0.114286,4.44444,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 60 centimeters counts as",above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 60 centimeters counts as",Type E dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",-1.041453874828161,4.0943445622221,True,size-v2-fictional_semantic-p0060-Type_E_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-binary-p0060-Type_A_dax_rods-vs-Type_E_dax_rods,binary,0.35294117647058826,60.0,0.352941,60,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,1,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 60 centimeters counts as",above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 60 centimeters counts as",Type F dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",-1.7635885922613588,4.0943445622221,True,size-v2-fictional_semantic-p0060-Type_F_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-binary-p0060-Type_A_dax_rods-vs-Type_F_dax_rods,binary,0.17142857142857143,60.0,0.171429,60,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,1,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 60 centimeters counts as",above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 60 centimeters counts as",Type E dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",-1.041453874828161,1.8971199848858813,True,size-v2-fictional_semantic-p0060-Type_E_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-binary-p0060-Type_B_dax_rods-vs-Type_E_dax_rods,binary,0.35294117647058826,6.666666666666667,0.352941,6.66667,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,9,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, an overall length of 60 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 60 centimeters counts as",Type B dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",1.8971199848858813,-1.7635885922613588,False,size-v2-fictional_semantic-p0060-Type_B_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-binary-p0060-Type_B_dax_rods-vs-Type_F_dax_rods,binary,6.666666666666667,0.17142857142857143,6.66667,0.171429,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, an overall length of 60 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 60 centimeters counts as",Type C dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",0.2657031657330057,-1.041453874828161,False,size-v2-fictional_semantic-p0060-Type_C_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-binary-p0060-Type_C_dax_rods-vs-Type_E_dax_rods,binary,1.3043478260869565,0.35294117647058826,1.30435,0.352941,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, an overall length of 60 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, an overall length of 60 centimeters counts as",Type C dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",0.2657031657330057,-1.7635885922613588,False,size-v2-fictional_semantic-p0060-Type_C_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-binary-p0060-Type_C_dax_rods-vs-Type_F_dax_rods,binary,1.3043478260869565,0.17142857142857143,1.30435,0.171429,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
above_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, an overall length of 90 centimeters counts as",below_normal,"In this measurement task, a dax is a manufactured rod-like object. Only overall length matters. The normal overall length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, an overall length of 90 centimeters counts as",Type A dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,"below_normal,above_normal",4.499809670330265,-0.6359887667199967,False,size-v2-fictional_semantic-p0090-Type_A_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-binary-p0090-Type_A_dax_rods-vs-Type_E_dax_rods,binary,90.0,0.5294117647058824,90,0.529412,binary,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
