a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,delta_a,delta_b,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
cold,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of -30 degrees Celsius is best described as",cool,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -30 degrees Celsius is best described as",room air,freezer air,standard_explicit,-51,-12,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-m030-room_air-vs-freezer_air,temp-v1_3a-m030-freezer_air-vs-room_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,-18,comparison_class_explicit,-30 degrees Celsius,gradable_scalar,Celsius,-30
cold,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of -30 degrees Celsius is best described as",cool,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -30 degrees Celsius is best described as",swimming-pool water,freezer air,standard_explicit,-57,-12,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-m030-swimming_pool_water-vs-freezer_air,temp-v1_3a-m030-freezer_air-vs-swimming_pool_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,-18,comparison_class_explicit,-30 degrees Celsius,gradable_scalar,Celsius,-30
cold,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of -30 degrees Celsius is best described as",cool,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -30 degrees Celsius is best described as",bath water,freezer air,standard_explicit,-68,-12,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-m030-bath_water-vs-freezer_air,temp-v1_3a-m030-freezer_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,-18,comparison_class_explicit,-30 degrees Celsius,gradable_scalar,Celsius,-30
cool,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -30 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of -30 degrees Celsius is best described as",freezer air,freshly served tea,standard_explicit,-12,-110,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-m030-freezer_air-vs-freshly_served_tea,temp-v1_3a-m030-freezer_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,80,comparison_class_explicit,-30 degrees Celsius,gradable_scalar,Celsius,-30
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of -30 degrees Celsius is best described as",cool,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -30 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-210,-12,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-m030-heated_oven_air-vs-freezer_air,temp-v1_3a-m030-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,-30 degrees Celsius,gradable_scalar,Celsius,-30
warm,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",cold,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of -10 degrees Celsius is best described as",freezer air,room air,standard_explicit,8,-31,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-m010-freezer_air-vs-room_air,temp-v1_3a-m010-freezer_air-vs-room_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,21,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
cold,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of -10 degrees Celsius is best described as",warm,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",swimming-pool water,freezer air,standard_explicit,-37,8,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-m010-swimming_pool_water-vs-freezer_air,temp-v1_3a-m010-freezer_air-vs-swimming_pool_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,-18,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
cold,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of -10 degrees Celsius is best described as",warm,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",bath water,freezer air,standard_explicit,-48,8,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-m010-bath_water-vs-freezer_air,temp-v1_3a-m010-freezer_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,-18,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
warm,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of -10 degrees Celsius is best described as",freezer air,freshly served tea,standard_explicit,8,-90,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-m010-freezer_air-vs-freshly_served_tea,temp-v1_3a-m010-freezer_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,80,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of -10 degrees Celsius is best described as",warm,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-190,8,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-m010-heated_oven_air-vs-freezer_air,temp-v1_3a-m010-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",freezer air,room air,standard_explicit,23,-16,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p005-freezer_air-vs-room_air,temp-v1_3a-p005-freezer_air-vs-room_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,21,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",cold,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 5 degrees Celsius is best described as",freezer air,swimming-pool water,standard_explicit,23,-22,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p005-freezer_air-vs-swimming_pool_water,temp-v1_3a-p005-freezer_air-vs-swimming_pool_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,27,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",cold,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 5 degrees Celsius is best described as",freezer air,bath water,standard_explicit,23,-33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p005-freezer_air-vs-bath_water,temp-v1_3a-p005-freezer_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,38,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 5 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",freshly served tea,freezer air,standard_explicit,-75,23,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p005-freshly_served_tea-vs-freezer_air,temp-v1_3a-p005-freezer_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,-18,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 5 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-175,23,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p005-heated_oven_air-vs-freezer_air,temp-v1_3a-p005-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cold,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 5 degrees Celsius is best described as",cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",swimming-pool water,room air,standard_explicit,-22,-16,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p005-swimming_pool_water-vs-room_air,temp-v1_3a-p005-room_air-vs-swimming_pool_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,21,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",cold,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 5 degrees Celsius is best described as",room air,bath water,standard_explicit,-16,-33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p005-room_air-vs-bath_water,temp-v1_3a-p005-room_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,38,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 5 degrees Celsius is best described as",room air,freshly served tea,standard_explicit,-16,-75,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p005-room_air-vs-freshly_served_tea,temp-v1_3a-p005-room_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,80,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 5 degrees Celsius is best described as",cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",heated oven air,room air,standard_explicit,-175,-16,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p005-heated_oven_air-vs-room_air,temp-v1_3a-p005-room_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,21,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",freezer air,room air,standard_explicit,33,-6,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p015-freezer_air-vs-room_air,temp-v1_3a-p015-freezer_air-vs-room_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,21,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",cool,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",freezer air,swimming-pool water,standard_explicit,33,-12,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p015-freezer_air-vs-swimming_pool_water,temp-v1_3a-p015-freezer_air-vs-swimming_pool_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,27,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cold,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",bath water,freezer air,standard_explicit,-23,33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p015-bath_water-vs-freezer_air,temp-v1_3a-p015-freezer_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,-18,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",freezer air,freshly served tea,standard_explicit,33,-65,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p015-freezer_air-vs-freshly_served_tea,temp-v1_3a-p015-freezer_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,80,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-165,33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p015-heated_oven_air-vs-freezer_air,temp-v1_3a-p015-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",cold,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",room air,bath water,standard_explicit,-6,-23,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p015-room_air-vs-bath_water,temp-v1_3a-p015-room_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,38,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",room air,freshly served tea,standard_explicit,-6,-65,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p015-room_air-vs-freshly_served_tea,temp-v1_3a-p015-room_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,80,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",room air,heated oven air,standard_explicit,-6,-165,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p015-room_air-vs-heated_oven_air,temp-v1_3a-p015-room_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,180,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
